,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
14784,3204400040,20150304T000000,273950.0,3,2.25,1570,3109,2.0,0,0,3,8,1570,0,2002,0,98092,47.3258,-122.186,1680,3590
6110,3802000020,20140709T000000,154950.0,4,1.0,1600,10183,1.0,0,0,4,6,1600,0,1966,0,98002,47.277,-122.211,1410,10416
6982,824059265,20141001T000000,1155000.0,3,1.75,1640,10464,1.0,0,2,4,8,1640,0,1968,0,98004,47.5873,-122.205,2630,18872
21528,3416600750,20150217T000000,585000.0,3,2.5,1750,1381,3.0,0,0,3,8,1750,0,2008,0,98122,47.6021,-122.294,1940,4800
11262,9835801000,20140625T000000,245700.0,3,2.25,1640,8400,1.0,0,0,3,8,1180,460,1968,0,98032,47.3733,-122.289,1600,8120
8229,438000015,20140916T000000,555000.0,4,1.75,2350,5946,1.0,0,2,3,8,1350,1000,1957,0,98115,47.6879,-122.29799999999999,2060,6000
9684,724069065,20140703T000000,1140000.0,3,2.5,2780,33503,1.5,0,1,4,8,2110,670,1969,0,98075,47.5844,-122.081,3150,15542
5853,7625703800,20150424T000000,560000.0,3,2.0,1300,6000,1.0,0,0,5,7,1300,0,1943,0,98136,47.5482,-122.39200000000001,1230,6000
9590,3578600062,20140512T000000,270000.0,3,1.0,1830,8209,1.0,0,0,3,7,1830,0,1942,0,98028,47.7439,-122.228,2150,12000
7891,3575304895,20140923T000000,406550.0,5,2.75,2400,15781,1.0,0,0,4,7,1200,1200,1974,0,98074,47.622,-122.059,2390,7500
18759,8682231210,20140805T000000,554000.0,2,2.0,1870,5580,1.0,0,0,3,8,1870,0,2004,0,98053,47.7101,-122.031,1670,4500
12445,3182100105,20141209T000000,592500.0,3,2.0,1170,6750,1.0,0,0,5,7,800,370,1947,0,98115,47.6752,-122.281,1330,6750
19444,582000644,20150501T000000,872500.0,4,2.0,1990,6000,1.0,0,0,3,9,1260,730,1956,2015,98199,47.6515,-122.397,1770,6000
10692,1822500270,20140819T000000,345000.0,4,2.5,2382,5899,2.0,0,0,3,8,2382,0,2011,0,98003,47.2793,-122.295,2382,5897
15589,1117000050,20150313T000000,250000.0,3,2.25,1900,9990,1.0,0,0,3,7,1300,600,1961,0,98003,47.3478,-122.29799999999999,1900,9990
6986,3342100780,20140709T000000,583000.0,3,2.5,2600,5100,2.0,0,1,3,8,2600,0,1998,0,98056,47.5175,-122.205,2270,5400
17914,2927600155,20140722T000000,291750.0,3,2.25,1310,12825,1.0,0,0,3,7,1310,0,1950,2013,98166,47.4515,-122.368,1600,11250
21576,9253900271,20150107T000000,3567000.0,5,4.5,4850,10584,2.0,1,4,3,10,3540,1310,2007,0,98008,47.5943,-122.11,3470,18270
13535,9320870040,20140626T000000,249900.0,3,2.5,1630,7700,1.0,0,0,3,7,1120,510,1978,0,98031,47.3876,-122.211,1640,8160
3013,3423049209,20150318T000000,200450.0,3,1.0,970,9130,1.0,0,0,3,6,970,0,1957,0,98188,47.4369,-122.272,1000,8886
13503,4047200065,20140623T000000,400000.0,4,1.75,1700,20283,1.5,0,0,3,7,1340,360,1965,0,98019,47.7694,-121.90299999999999,1680,21369
6105,1775500050,20150129T000000,440000.0,1,1.0,1160,64469,1.0,0,0,3,7,1160,0,2009,0,98072,47.7433,-122.08200000000001,1580,48352
14805,1432400065,20140605T000000,189000.0,3,1.0,1010,7560,1.0,0,0,3,6,1010,0,1958,0,98058,47.4497,-122.176,1170,7560
851,2322069114,20141010T000000,287653.0,3,1.0,1050,16050,1.0,0,0,4,7,1050,0,1960,1981,98038,47.3841,-122.006,1610,27600
9328,2621750110,20141223T000000,334950.0,4,2.5,2190,7000,2.0,0,0,3,8,2190,0,1997,0,98042,47.3718,-122.109,2040,7700
20823,7582700075,20141002T000000,1485000.0,4,3.5,3930,6120,2.0,0,0,3,10,3310,620,2007,0,98105,47.6646,-122.28,3390,6120
13225,424069010,20140721T000000,625000.0,4,2.25,2470,17008,2.0,0,0,4,8,2470,0,1979,0,98075,47.5924,-122.04799999999999,2470,31798
7699,424500100,20141008T000000,189900.0,2,1.0,800,5600,1.0,0,0,5,6,800,0,1955,0,98056,47.4959,-122.17200000000001,1100,6000
20757,3022900070,20140929T000000,348000.0,3,2.0,2360,6145,1.0,0,0,3,8,2360,0,2011,0,98030,47.3564,-122.198,2304,5880
3541,1823049202,20150107T000000,326000.0,6,1.5,1930,8400,1.0,0,0,3,7,1030,900,1971,0,98146,47.4869,-122.34,1780,9520
613,4379400260,20140610T000000,695000.0,3,2.75,2540,4694,2.0,0,0,3,9,2540,0,2005,0,98074,47.6214,-122.024,2600,6344
19204,1133000694,20150312T000000,325000.0,4,1.75,1670,9500,1.0,0,0,3,7,1670,0,1976,0,98125,47.7254,-122.31,1620,9500
14521,7852050220,20140808T000000,345000.0,3,2.5,1540,3237,2.0,0,0,3,7,1540,0,1999,0,98065,47.5299,-121.87799999999999,1780,3411
298,600000152,20140602T000000,404000.0,3,1.5,2030,8880,1.0,0,0,3,7,1330,700,1963,0,98108,47.5586,-122.311,2140,5592
14547,9365700385,20140714T000000,1260500.0,4,2.5,3730,16950,2.0,0,0,3,10,3730,0,1990,0,98040,47.5678,-122.228,3200,16950
18232,9828702120,20140701T000000,581000.0,4,1.0,1630,2566,1.5,0,0,3,7,1630,0,1921,0,98122,47.6183,-122.3,1220,2314
4082,3751601501,20140716T000000,382450.0,3,2.5,2220,20531,2.0,0,0,3,8,2220,0,1998,0,98001,47.2864,-122.264,2420,19249
7996,1909600115,20140827T000000,420000.0,3,2.0,2330,6346,1.5,0,0,3,6,1600,730,1934,2014,98146,47.5135,-122.38,1380,8400
277,1126049053,20141113T000000,770000.0,4,2.75,3820,26300,2.0,0,0,3,9,2850,970,2014,0,98028,47.7618,-122.26100000000001,1860,12136
19895,2579500181,20150407T000000,1330000.0,4,3.5,3440,9776,2.0,0,0,3,10,3440,0,2006,0,98040,47.5374,-122.21600000000001,2400,11000
19384,9320901250,20140910T000000,133400.0,3,1.0,900,2550,1.0,0,0,4,6,900,0,1978,0,98023,47.3036,-122.363,1120,2550
2309,824059083,20140902T000000,993000.0,4,2.0,2850,14810,2.0,0,0,5,8,2490,360,1954,0,98004,47.5892,-122.20299999999999,2430,10454
17274,7893801760,20141117T000000,368000.0,3,1.75,2120,11340,1.0,0,3,4,7,1060,1060,1966,0,98198,47.4109,-122.329,1830,8650
18937,1823059223,20140520T000000,291000.0,3,1.75,1560,9788,1.0,0,0,3,7,1560,0,1964,0,98178,47.4876,-122.226,1840,11180
9907,6118600045,20140825T000000,350000.0,4,2.0,2060,13400,1.0,0,2,4,8,2060,0,1957,0,98166,47.4404,-122.34,1950,10370
4679,9839301055,20140626T000000,670000.0,3,1.5,1490,4400,1.5,0,0,4,7,1490,0,1906,0,98122,47.6113,-122.292,1560,4400
18834,8001400300,20150316T000000,310000.0,4,2.5,2130,9013,2.0,0,0,3,8,2130,0,1988,0,98001,47.3208,-122.273,2350,8982
6476,2301400655,20141125T000000,775000.0,4,1.75,2090,5050,1.0,0,0,4,7,1090,1000,1916,0,98117,47.6802,-122.35799999999999,1760,5000
15805,3904901300,20150414T000000,468000.0,3,2.25,1470,5597,2.0,0,0,3,7,1470,0,1985,0,98029,47.5674,-122.01899999999999,1610,5217
15693,2402100675,20150210T000000,645000.0,3,3.75,2050,6000,2.0,0,0,5,7,1550,500,1910,0,98103,47.6873,-122.33200000000001,1780,4000
21420,9478550110,20150303T000000,299950.0,3,2.5,1740,4497,2.0,0,0,3,7,1740,0,2012,0,98042,47.3697,-122.117,1950,4486
7467,7137950460,20140926T000000,272000.0,4,2.5,2070,6175,2.0,0,0,3,8,2070,0,1993,0,98092,47.3262,-122.17399999999999,1940,6175
436,7504101040,20140821T000000,722500.0,5,2.5,4870,11800,2.0,0,0,3,10,3470,1400,1983,0,98074,47.633,-122.041,3180,11398
7127,1024049024,20141203T000000,1735000.0,5,3.5,4870,7700,2.5,0,3,5,10,3650,1220,1929,0,98144,47.5832,-122.29,3220,7700
6042,3275300440,20141120T000000,230000.0,2,2.0,1260,10200,1.0,0,0,3,7,1020,240,1983,0,98003,47.2593,-122.31200000000001,1560,10200
3754,686400930,20140825T000000,589000.0,5,2.0,3930,10150,1.5,0,0,4,8,3070,860,1968,0,98008,47.6317,-122.11399999999999,2200,8190
20025,3758900259,20140507T000000,1040000.0,4,3.5,3900,8391,2.0,0,0,3,10,3900,0,2006,0,98033,47.6979,-122.205,3820,12268
18878,7972602490,20141212T000000,220000.0,5,2.5,1760,10200,1.5,0,0,3,6,1760,0,1925,0,98106,47.5271,-122.351,1370,7620
7370,8642600170,20141009T000000,375000.0,4,2.0,1757,19370,1.0,0,2,5,7,1757,0,1955,0,98198,47.3974,-122.31200000000001,1850,11125
15495,7524000280,20141030T000000,250000.0,4,2.0,1470,7412,1.0,0,0,3,7,1470,0,1967,0,98198,47.3702,-122.318,1390,7825
15110,7349660050,20141118T000000,268000.0,3,1.75,1600,7711,1.0,0,0,3,7,1600,0,1999,0,98002,47.284,-122.20200000000001,2100,7711
19094,379000051,20140826T000000,307700.0,5,2.25,1980,13132,1.0,0,0,4,7,1260,720,1962,0,98198,47.3984,-122.301,1880,11325
20040,2619950110,20140624T000000,415000.0,3,2.5,2280,6031,2.0,0,0,3,8,2280,0,2011,0,98019,47.7322,-121.96600000000001,2430,7200
5455,9151600541,20140508T000000,719000.0,3,2.5,1690,4500,1.5,0,1,4,8,1690,0,1928,0,98116,47.5841,-122.383,2140,7200
21061,982850120,20150303T000000,390000.0,3,2.25,1490,4539,2.0,0,0,3,7,1490,0,2009,0,98028,47.7607,-122.23299999999999,1750,4667
10918,3296900160,20140609T000000,442500.0,4,2.5,2170,14024,2.0,0,0,3,8,2170,0,1992,0,98019,47.7346,-121.97,2240,14029
21550,880000205,20140729T000000,249000.0,3,2.0,1260,1125,2.0,0,0,3,7,810,450,2011,0,98106,47.5262,-122.361,1260,1172
14440,5100403321,20150318T000000,438000.0,2,1.0,1120,6380,1.0,0,0,3,7,1120,0,1942,1994,98115,47.6951,-122.316,1230,6380
5220,923049323,20140714T000000,239000.0,4,1.0,1280,8316,1.0,0,0,3,6,1280,0,1950,0,98168,47.4989,-122.302,1310,7830
11304,8898700960,20140620T000000,329950.0,3,2.5,1820,8085,2.0,0,0,3,7,1820,0,1983,0,98055,47.4575,-122.204,1860,8625
18404,2324079057,20150302T000000,650000.0,3,2.0,2660,257875,1.0,0,2,4,8,1530,1130,1976,0,98024,47.553000000000004,-121.887,1710,64033
8334,6150200330,20140825T000000,358000.0,3,1.0,1150,4681,1.0,0,0,3,7,1150,0,1955,0,98133,47.7284,-122.336,1150,6800
9488,3296000110,20140602T000000,645000.0,4,2.5,2430,14400,1.0,0,0,5,8,1670,760,1963,0,98007,47.6202,-122.13799999999999,2140,9048
19670,745530240,20141226T000000,865950.0,5,3.5,4890,12039,2.0,0,0,3,9,3590,1300,2014,0,98011,47.7338,-122.208,4590,10079
6701,5469503280,20140721T000000,449950.0,4,2.5,3100,10000,2.0,0,0,3,9,3100,0,1978,0,98042,47.3741,-122.15,1850,9438
19795,9272201704,20140512T000000,369000.0,2,2.5,980,895,2.0,0,0,3,8,670,310,2009,0,98116,47.5874,-122.38600000000001,980,899
9069,7010700245,20141231T000000,565000.0,5,2.25,2130,4360,1.0,0,2,3,8,1240,890,1959,0,98199,47.6586,-122.395,1830,5000
11531,1829300260,20141113T000000,765000.0,4,2.5,3360,13636,2.0,0,0,3,10,3360,0,1987,0,98074,47.6373,-122.042,2980,10615
3889,9264910100,20150218T000000,341500.0,5,2.25,3120,10400,2.0,0,0,3,8,3120,0,1980,0,98023,47.3097,-122.34,2160,8267
13716,7575500040,20141212T000000,180000.0,3,1.0,1010,8863,1.0,0,0,4,6,1010,0,1990,0,98022,47.1955,-121.999,1090,8410
11327,1900000060,20141117T000000,313000.0,3,1.5,1550,7260,1.5,0,0,2,6,1550,0,1925,0,98166,47.4693,-122.34899999999999,1190,7620
6707,9465910380,20141024T000000,540000.0,4,2.25,2850,7453,2.0,0,0,3,9,2850,0,1991,0,98072,47.7439,-122.17399999999999,2700,8468
12633,945000410,20150313T000000,265000.0,2,1.0,910,4600,1.0,0,0,3,5,910,0,1917,0,98117,47.6916,-122.36200000000001,1020,4600
11414,869700060,20140729T000000,315000.0,3,2.5,1260,2767,2.0,0,0,3,8,1260,0,1999,0,98059,47.4914,-122.155,1310,2767
8549,3034200366,20141203T000000,409000.0,3,1.75,1440,9065,1.0,0,0,4,8,1440,0,1972,0,98133,47.7163,-122.333,1990,8812
5636,4027700321,20141028T000000,420000.0,3,1.75,2390,11242,1.0,0,0,3,7,1290,1100,1959,0,98155,47.7759,-122.272,2270,9650
11989,1066100260,20140620T000000,681500.0,5,2.75,3260,11700,1.0,0,0,3,8,1630,1630,1964,0,98008,47.6169,-122.104,2860,11700
18238,7504021510,20141219T000000,750000.0,4,2.25,3140,12150,2.0,0,0,3,9,3140,0,1979,0,98074,47.6361,-122.04700000000001,2370,12054
108,1853000400,20150305T000000,680000.0,4,2.5,3140,28037,2.0,0,0,4,10,3140,0,1991,0,98077,47.7304,-122.08200000000001,2990,35001
12833,9238500040,20150210T000000,599000.0,3,2.5,2970,23100,1.0,0,0,3,7,1510,1460,1967,0,98072,47.7735,-122.133,2390,20300
16167,2374200005,20140616T000000,375000.0,4,2.0,2400,6000,2.0,0,0,3,6,2400,0,1913,1945,98011,47.7607,-122.209,1780,8732
13770,1795800040,20140903T000000,1350000.0,4,3.25,5370,20388,2.0,0,4,4,11,5370,0,1990,0,98198,47.405,-122.331,2770,22270
375,98020310,20140520T000000,730000.0,4,2.5,3230,7331,2.0,0,0,3,10,3230,0,2004,0,98075,47.5823,-121.97,3480,7447
5282,2473002850,20150113T000000,515000.0,5,2.5,3810,15916,1.5,0,0,5,8,3810,0,1967,0,98058,47.4521,-122.14,2470,11662
11810,3299200075,20150204T000000,429950.0,4,1.75,1700,10230,1.0,0,0,3,8,1320,380,1959,0,98133,47.7453,-122.351,2000,8006
2563,8722100570,20150403T000000,1600000.0,4,2.25,2940,5735,1.0,0,0,3,9,1470,1470,1957,0,98112,47.6381,-122.304,2230,5659
4244,1926069143,20141016T000000,865000.0,4,3.25,3400,99170,1.0,0,0,4,8,2000,1400,1980,0,98072,47.7293,-122.09899999999999,3460,47920
7859,23500180,20140505T000000,570000.0,3,2.25,2010,6000,1.0,0,0,3,8,1330,680,1975,0,98052,47.6912,-122.115,2080,8260
9867,7695470200,20141208T000000,600000.0,3,2.5,2680,43995,2.0,0,0,3,9,2680,0,1986,0,98077,47.7655,-122.086,2520,37277
11803,3447000030,20150401T000000,510000.0,3,2.0,1410,11995,1.0,0,0,4,8,1410,0,1965,0,98006,47.5718,-122.12700000000001,2690,12650
9094,1223089081,20140530T000000,425000.0,3,1.75,1510,44000,1.0,0,0,3,7,1240,270,1989,0,98045,47.4851,-121.71600000000001,2290,36242
12829,7215730410,20140825T000000,727000.0,4,3.0,3150,9703,2.0,0,0,3,9,3150,0,2001,0,98075,47.5962,-122.01799999999999,3150,8819
12900,7229100180,20150323T000000,302200.0,4,1.5,1730,10396,1.0,0,0,3,7,1730,0,1964,0,98058,47.4497,-122.16799999999999,1510,10396
8862,2524049257,20140918T000000,1530000.0,4,2.25,4250,16940,1.0,0,2,4,9,2380,1870,1974,0,98040,47.5453,-122.234,3460,17693
18370,2781250230,20140605T000000,343000.0,4,2.5,2070,4500,2.0,0,0,3,7,2070,0,2004,0,98038,47.3497,-122.02600000000001,2760,5173
10780,2600110560,20141112T000000,750000.0,4,2.75,2310,10232,1.0,0,0,5,8,1310,1000,1980,0,98006,47.5515,-122.15299999999999,2820,9886
12465,7812801125,20150112T000000,222900.0,2,1.0,1110,6411,1.0,0,0,3,6,1110,0,1944,0,98178,47.4962,-122.242,1150,6504
2099,6414100111,20141105T000000,365000.0,2,1.0,990,9223,1.0,0,0,3,7,990,0,1949,0,98125,47.72,-122.32,1230,7244
19091,2623069010,20150116T000000,745000.0,5,4.0,4720,493534,2.0,0,0,5,9,3960,760,1975,0,98027,47.4536,-122.009,2160,219542
15958,5226500250,20141015T000000,478000.0,4,2.5,2780,7290,2.0,0,0,3,8,2780,0,1989,0,98059,47.50899999999999,-122.15700000000001,2450,7738
17865,162500015,20141020T000000,362500.0,5,2.0,2330,8586,1.0,0,0,4,7,1270,1060,1961,0,98133,47.7671,-122.334,1550,8287
5553,3295730050,20141001T000000,569000.0,3,2.5,2150,8060,2.0,0,0,3,8,2150,0,1995,0,98033,47.6952,-122.18799999999999,2150,7172
572,1714900060,20150424T000000,442000.0,5,3.0,2560,5445,1.5,0,0,4,7,1760,800,1927,0,98108,47.5502,-122.311,1080,5445
8424,2195700230,20150203T000000,700000.0,3,2.5,2850,36585,2.0,0,0,3,10,2850,0,1987,0,98072,47.7376,-122.102,3340,35671
14058,3024079057,20140730T000000,410000.0,3,1.5,1750,32500,1.0,0,0,4,7,1750,0,1966,0,98027,47.5316,-121.959,1820,102801
2124,9551202025,20140625T000000,800000.0,2,1.0,1740,5719,1.0,0,0,3,8,1740,0,1955,0,98103,47.6729,-122.335,1980,5000
14381,1352300120,20140529T000000,262000.0,2,1.0,1500,4120,1.5,0,0,3,5,880,620,1928,0,98055,47.4857,-122.2,1300,4120
11716,705710640,20150302T000000,319950.0,3,2.5,1700,7000,2.0,0,0,3,7,1700,0,1996,0,98038,47.3798,-122.025,1950,7000
9201,6802210450,20150331T000000,272950.0,3,2.25,1570,9096,1.0,0,0,4,7,1180,390,1991,0,98022,47.1937,-121.99,1570,8418
19086,1556200205,20141118T000000,774900.0,5,1.0,1750,3861,1.5,0,0,3,7,1750,0,1903,0,98122,47.6075,-122.295,1700,4255
11,9212900260,20140527T000000,468000.0,2,1.0,1160,6000,1.0,0,0,4,7,860,300,1942,0,98115,47.69,-122.292,1330,6000
2800,8091411040,20140701T000000,274900.0,4,2.5,1970,6600,2.0,0,0,3,7,1970,0,1987,0,98030,47.3491,-122.16799999999999,1970,7682
2446,7856640560,20140604T000000,1126000.0,5,3.5,3880,13885,2.0,0,3,4,9,2540,1340,1979,0,98006,47.5696,-122.156,3690,13885
5406,1441800010,20141208T000000,459900.0,3,2.25,2250,8000,1.0,0,0,3,8,1460,790,1976,0,98034,47.7229,-122.20200000000001,1930,9000
487,1895000260,20140721T000000,207950.0,2,2.0,890,5000,1.0,0,0,3,6,890,0,1917,0,98118,47.5158,-122.264,1860,5000
945,6116500341,20150112T000000,419000.0,4,1.5,2150,23568,1.0,0,0,4,7,2150,0,1950,0,98166,47.4522,-122.355,2150,10125
8993,1523069096,20140811T000000,459900.0,3,1.75,2340,51836,1.5,0,0,3,8,1510,830,1978,0,98027,47.4846,-122.035,2060,77536
997,3856902996,20140804T000000,553500.0,2,1.0,850,2340,1.0,0,0,3,7,850,0,1922,0,98105,47.6707,-122.32799999999999,1300,3000
13874,3705000120,20140729T000000,284000.0,3,2.25,2080,2050,1.5,0,0,3,7,1550,530,2003,0,98042,47.4199,-122.15700000000001,2080,2275
1266,9477500060,20140813T000000,484000.0,6,2.5,3300,13501,1.0,0,0,3,8,2060,1240,1980,0,98059,47.5116,-122.163,2060,8745
20493,7974200948,20140520T000000,953007.0,4,3.5,3120,5086,2.0,0,0,3,9,2480,640,2008,0,98115,47.6762,-122.288,1880,5092
1306,853400240,20150325T000000,847000.0,6,2.5,3010,17864,2.0,0,0,3,8,3010,0,1969,0,98177,47.7209,-122.37200000000001,2560,11532
12695,3375300150,20141218T000000,258500.0,3,2.5,1800,9000,2.0,0,0,3,7,1800,0,1983,0,98003,47.3186,-122.331,1670,8486
15795,6147650280,20150325T000000,315000.0,4,2.5,3130,5999,2.0,0,0,3,7,3130,0,2006,0,98042,47.3837,-122.09899999999999,3020,5997
14269,7972600676,20141104T000000,349000.0,3,1.75,1690,5080,1.0,0,0,3,7,1190,500,1976,0,98106,47.5312,-122.348,1300,5080
18210,6700390090,20140625T000000,255950.0,3,2.5,1720,3676,2.0,0,0,3,7,1720,0,1992,0,98031,47.4039,-122.18799999999999,1720,3510
15288,8651440250,20150413T000000,250000.0,3,2.0,1500,5200,1.0,0,0,3,7,1060,440,1977,0,98042,47.3653,-122.09,1640,5200
15714,9560800290,20140814T000000,440000.0,3,2.5,2060,11231,2.0,0,0,3,8,2060,0,1987,0,98072,47.7571,-122.141,2140,10224
13554,1023059186,20150126T000000,252000.0,3,1.0,1530,9465,1.0,0,0,4,7,1530,0,1960,0,98059,47.4915,-122.15100000000001,1530,9465
9547,868001790,20150316T000000,1300000.0,3,1.0,2040,7936,1.0,0,3,5,8,1680,360,1940,0,98177,47.7028,-122.385,2300,10080
16031,1786700080,20150115T000000,470000.0,4,2.5,2700,6769,2.0,0,0,3,9,2700,0,1999,0,98042,47.3753,-122.155,2880,7968
7394,3625700080,20150108T000000,987500.0,4,2.25,3270,15760,1.0,0,0,4,10,2000,1270,1974,0,98040,47.5295,-122.229,4100,15760
12062,11200400,20140923T000000,617000.0,3,2.5,1910,4488,2.0,0,0,3,8,1910,0,1998,0,98007,47.6176,-122.14,1530,3696
8095,3589500315,20140919T000000,526000.0,3,3.25,1220,1281,2.0,0,0,3,8,930,290,2014,0,98105,47.67,-122.31700000000001,1303,3810
7702,6381500065,20140729T000000,376500.0,3,2.0,1630,7800,1.0,0,0,5,7,1630,0,1950,0,98125,47.7326,-122.307,1470,7800
1226,1842900030,20150416T000000,234000.0,3,1.5,1200,11935,1.0,0,0,4,7,1200,0,1968,0,98042,47.3434,-122.08200000000001,1350,11935
8955,59000201,20150505T000000,611206.0,1,1.0,1940,6300,1.0,0,3,3,8,1940,0,1963,0,98116,47.5782,-122.4,2560,6300
2758,9268200550,20141010T000000,400000.0,2,2.0,1520,5010,1.0,0,0,3,7,1520,0,1999,0,98117,47.6948,-122.36399999999999,1110,5040
3946,3026059014,20150112T000000,400000.0,3,1.5,1950,4473,1.0,0,0,4,6,1530,420,1914,0,98034,47.7094,-122.228,2670,14256
10666,8079100640,20141201T000000,653000.0,4,2.5,2160,7000,2.0,0,0,4,9,2160,0,1989,0,98029,47.5659,-122.01299999999999,2300,7440
14675,2051200506,20150413T000000,390000.0,3,1.0,1190,85226,1.5,0,0,5,5,1190,0,1935,0,98070,47.365,-122.462,1360,46960
12607,7853310450,20140606T000000,589500.0,4,2.5,2630,6326,2.0,0,0,3,9,2630,0,2008,0,98065,47.5222,-121.874,3240,6229
19807,993000136,20141007T000000,449950.0,3,2.25,1540,1270,3.0,0,0,3,7,1540,0,2014,0,98103,47.6935,-122.34100000000001,1230,1454
8213,2144800615,20140625T000000,190000.0,1,0.75,930,29258,1.0,0,0,3,6,930,0,1941,0,98178,47.4837,-122.236,2000,18321
5039,3224800010,20141112T000000,235000.0,3,1.5,1660,8738,1.0,0,0,4,7,1080,580,1959,0,98002,47.3117,-122.208,1500,8466
10419,9540100060,20140926T000000,330000.0,3,1.75,1590,9417,1.0,0,0,4,7,1590,0,1954,0,98177,47.7617,-122.36,1600,9272
14909,9558050780,20150414T000000,380000.0,4,2.5,1940,3200,2.0,0,0,3,8,1940,0,2004,0,98058,47.4583,-122.118,1900,3200
15270,5101408678,20141120T000000,457000.0,2,1.75,2060,7192,1.0,0,0,3,7,1420,640,1940,0,98125,47.7038,-122.31700000000001,1860,7140
3241,2968801366,20150224T000000,350000.0,3,2.75,1650,5700,2.0,0,0,4,7,1650,0,1988,0,98166,47.4563,-122.348,1320,7620
10287,1523049083,20141112T000000,196700.0,2,1.0,1090,9994,1.0,0,0,3,7,1090,0,1954,0,98168,47.4761,-122.287,1090,11700
1251,3449500135,20140625T000000,276900.0,3,1.0,1270,7566,1.0,0,0,4,7,1270,0,1958,0,98056,47.5074,-122.175,1780,7520
20183,8943600020,20150426T000000,260000.0,3,2.25,1413,3403,2.0,0,0,3,8,1413,0,2009,0,98031,47.4196,-122.193,1763,3719
16443,567000020,20150428T000000,800000.0,2,1.0,1570,5000,1.5,0,3,4,8,1570,0,1924,0,98144,47.5955,-122.294,1760,3000
5355,7574910780,20140514T000000,766950.0,3,2.5,3030,30007,1.5,0,0,4,10,3030,0,1992,0,98077,47.743,-122.036,3360,34983
10390,5316100106,20141010T000000,1399000.0,3,2.5,2560,3600,2.0,0,0,3,9,2110,450,1967,2003,98112,47.632,-122.279,2690,4800
2929,7658600025,20140709T000000,700000.0,3,1.0,1410,7200,2.0,0,0,4,6,1410,0,1901,0,98144,47.5924,-122.302,1640,7200
1660,9126101740,20141204T000000,490000.0,8,5.0,2800,2580,2.0,0,0,3,8,1880,920,1997,0,98122,47.6086,-122.303,1800,2580
14452,9477100330,20141212T000000,400000.0,3,1.75,1510,8385,1.0,0,0,3,7,1510,0,1968,0,98034,47.7279,-122.195,1570,7480
15695,3811000250,20140929T000000,610000.0,3,2.25,2320,38186,2.0,0,0,3,8,2320,0,1980,0,98053,47.6645,-122.068,2875,37523
16494,6633900170,20140508T000000,595000.0,3,2.5,1750,3354,2.0,0,0,4,7,1750,0,1991,0,98033,47.6953,-122.199,1750,4286
11618,3629960550,20140807T000000,450000.0,3,3.25,1770,1863,2.0,0,0,3,8,1430,340,2003,0,98029,47.5478,-122.005,1410,1375
11163,8078460520,20140923T000000,608000.0,4,2.5,2410,7140,2.0,0,0,3,8,2410,0,1993,0,98074,47.6329,-122.021,2350,7140
10829,3158500340,20140711T000000,299000.0,3,2.5,1650,4725,2.0,0,0,3,8,1650,0,2011,0,98038,47.3548,-122.055,2000,4725
21319,3438501583,20140911T000000,452000.0,3,2.75,2300,5090,2.0,0,0,3,8,1700,600,2007,0,98106,47.545,-122.36,1530,9100
11141,5467200055,20150307T000000,392500.0,4,2.75,2400,19923,1.0,0,0,5,7,1320,1080,1953,0,98042,47.3616,-122.14399999999999,2470,10736
3028,8901001185,20141007T000000,505000.0,4,3.0,2280,7400,1.0,0,0,3,7,1340,940,1978,0,98125,47.711000000000006,-122.306,1540,7500
11550,2896000510,20140821T000000,490000.0,4,2.5,2120,7820,1.0,0,0,3,8,1280,840,1975,0,98052,47.6743,-122.145,2350,8605
12132,3897100060,20140723T000000,375000.0,3,1.5,1110,5500,1.0,0,0,3,6,1110,0,1940,1997,98033,47.6717,-122.184,1670,6600
9511,5412400180,20150417T000000,267500.0,3,2.5,1400,7629,1.0,0,0,3,7,1120,280,1988,0,98030,47.3788,-122.179,1530,7688
14755,6143600555,20140609T000000,229950.0,4,1.75,1300,21000,1.0,0,0,4,7,1300,0,1969,0,98001,47.3067,-122.285,2120,9920
7499,2391600555,20140630T000000,406500.0,2,1.0,870,5750,1.0,0,0,4,7,870,0,1947,0,98116,47.5637,-122.395,1100,5750
20857,207700180,20150121T000000,555000.0,5,2.5,2450,5047,2.0,0,0,3,8,2450,0,2007,0,98011,47.7724,-122.16799999999999,2450,4478
1755,7784400060,20150120T000000,545000.0,3,2.5,2370,9000,1.0,0,3,4,8,1570,800,1952,0,98146,47.4922,-122.365,2120,9500
13638,5459500145,20140613T000000,975000.0,5,2.75,3100,10014,1.0,0,2,4,9,1660,1440,1973,0,98040,47.5734,-122.213,3230,10279
